siteID,sitename,lon,lat,datasetid,handle,topdepth,botdepth,bestacc,acc.shape.old,hiatus,acc.mean.mod,acc.shape.mod,bestthick,mem.mean,mem.strength,description,AgeModel_completeness
13382,Cedar Swamp,-122.87486,47.905425,20014,CS2,176,990,10,0.9,0,3.02,0.53,15,0.5,2,"Cedar Swamp is a riparian swamp (ca. 10 ha) located in a flat seepage area that drains into Leland Lake 3 km south of Crocker Lake. Hydrologically, the swamp grades gently from a wet meadow to areas with > 1 m of standing water in the winter. The swamp is currently forested with second growth Alnus rubra and Thuja plicata, which are replacing a clear-cut stand of larger Thuja plicata, Alnus rubra, and Tsuga heterophylla. Understory species at the site include Rubus spectabilis, Maianthamum dilatatum, and Spiraea sp. Lysichitum americanum, Carex spp., and Nuphar polysepalum occupy progressively deeper aquatic areas, although trees grow on small topographic irregularities in even the deepest part of the swamp.",part
13454,Lake Hill,-170.24827,57.17824,20188,LAHI,193,527,5,0.9,0,3.02,0.53,20,0.5,2,"Crater Lake (maar) with steep sides on all sides except to NNW, which is gently sloping.  Remnants of old fence visible along lakeshore and a US military radar installation is built on the highest point of crater wall, on western side.",part
13487,Dailey Lake,-110.816305,45.262475,20306,DAILEY,113.5,1004.25,10,0.9,0,3.02,0.53,20,0.5,2,"Dailey Lake occupies a shallow trench on a low bench carved by the late-Pleistocene northern Yellowstone outlet glacier; surrounding vegetation is primarily grassland and steppe dominated by Artemisia tridentata (big sagebrush), Ericameria nauseosa (rabbitbrush), Festuca idahoensis (Idaho fescue), and Leymus cinereus (Great Basin wild rye), with isolated populations of Juniperus scopulorum (Rocky Mountain Juniper)",part
13528,South Rhody peatland,-86.0752,46.565795,20397,SRHODY,129.5,374.5,5,0.9,0,3.02,0.53,10,0.5,2,"Kettle peatland. Open except for a few Pinus strobus trees growing on hummocks. Vegetation dominated by Sphagnum, Carex oligosperma, C. limosa, Chamaedaphne calyculata, and Vaccinium ocycoccos. Second-growth forest dominated by Pinus strobus, Acer saccharum, Tsuga canadensis, Picea mariana, and Fagus grandifolia surrounds the peatland.",part
13671,Bolan Lake,-123.459,42.022,20758,BOLAN,185,725,5,0.9,0,3.02,0.53,20,0.5,2,"Bolan Lake occupies a late-Pleistocene cirque basin dammed by a 15 m high arcuate moraine. Surrounding vegetation: Old-growth stands of Abies concolor and Pseudotsuga menziesii dominate the forest. Abies magnifica is scattered through the watershed. Pinus monticola occupies disturbed areas in the watershed and on dry slopes. Calocedrus decurrens is a late-successional species. Tsuga mertensiana is found in the watershed on shaded more mesic slopes. Alnus sinuata, Chrysolepis chrysophylla, Rubus parviflorus, Sorbus, and Lonicera conjugialis are common shrubs around the lake.",part
14031,Hippa Lake,-132.97624,53.53188,21770,HIPPA,82.5,337.5,20,0.9,0,3.02,0.53,15,0.5,2,Shallow lake with no inflowing streams.,part
14046,Lake Petén-Itzá,-89.84187,16.96397,21807,PETITZ6,460.2,3173,5,0.9,0,3.02,0.53,20,0.5,2,"The Petén Lake District lies in the Neotropical lowlands of Petén, northern Guatemala. Lake Petén Itzá is one of a series of karstic solution lake basins oriented east–west along en echelon faults. Lake Petén-Itzá lies near the transition from tropical rain forest to the south and tropical seasonal forest to the north.",part
14051,Lake AT01,-84.2054,53.27892,21830,AT01,69.5,239.5,20,0.9,0,3.02,0.53,20,0.5,2,"AT01 is a small, shallow, alkaline, meso-oligotrophic lake raised above the surrounding peatlands by ~10 m. AT01 is located on the western flank of an asymmetric ridge, likely an end moraine, which originated along a former ice margin of the Laurentide Ice Sheet. The lake is located in the high boreal forest ecoclimatic region in the zone of discontinuous permafrost.",part
8,Abalone Rocks Marsh,-119.976667,33.956389,8,ABALONE,20,0.9,0,3.02,0.53,20,0.5,2,4700,-40,Small estuarine marsh. Physiography: Santa Rosa Island. Surrounding vegetation: coastal marsh and grassland.,full
24,Alexander Lake,-60.583333,53.333333,24,ALEXLAKE,20,0.9,0,3.02,0.53,20,0.5,2,6206,5676,"Physiography: rolling glacial till, eskers, kettles,.",full
30,Almora Lake,-95.293611,46.206111,30,ALMORA1,20,0.9,0,3.02,0.53,20,0.5,2,9830,8902,Lake with emergent reed vegetation. Physiography: Parkers Prairie sandplain. Surrounding vegetation: agriculture.,full
205,Andrus Lake,-85.040278,46.7,205,ANDRUSC2,20,0.9,0,3.02,0.53,5,0.5,2,72,-32,Seepage lake. Physiography: flat sandy glacial lake bottom. Surrounding vegetation: Pinus/Betula/Quercus/Acer.,full
235,Lac Bastien,-78.916667,46.4,238,BASTIEN,50,0.9,0,3.02,0.53,20,0.5,2,2693,-34,Glacial scour lake. Physiography: Canadian Shield. Surrounding vegetation: fir-maple-spruce-birch forest.,full
236,Battle Ground Lake,-122.491667,45.8,239,BATLGRND,10,0.9,0,3.02,0.53,20,0.5,2,9189,-29,Volcanic crater. Physiography: Puget Trough. Surrounding vegetation: second-growth Pseudotsuga/decid forest.,full
244,Bechan Cave,-110.8666667,37.36666667,247,BECHAN1,100,0.9,0,3.02,0.53,10,0.5,2,20818,16541,Large sandstone cave. Physiography: canyon lands. Surrounding vegetation: open juniper woodland.,full
246,Beef Pasture,-108.160375,37.473105,250,BEEFPAST,50,0.9,0,3.02,0.53,10,0.5,2,4641,-21,"Open wet meadow and fen occupying a depression formed by a landslide ~5000 BP in the La Plata Mountains. Local upland vegetation dominated by Picea engelmannii, Pseudotsuga menziesii, Populus tremuloides, and Alnus tenuifolia. Salix brachycarpa lines the edges of the wet meadow.",full
254,Berry Pond,-73.316667,42.5,260,BERRYPND,50,0.9,0,3.02,0.53,10,0.5,2,6688,103,NA,full
257,Lake BI2,-76.378333,57.116667,3471,LAKEBI2,50,0.9,0,3.02,0.53,15,0.5,2,4963,4322,Lake.,full
265,Biggsville [Cessford Quarry],-90.88,40.855556,271,BIGGSVIL,50,0.9,0,3.02,0.53,15,0.5,2,28377,27472,"Quarry. Physiography: undulating loess-mantled plain. Surrounding vegetation: agricultural.
Section excavated from the south overburden face of the Biggsville Quarry. 
Pollen studied by Baker (Neotoma Database). Correlate insect and pollen samples using C-14 ages.",full
266,Big John Pond,-94.970775,47.559175,272,BIGJOHN,50,0.9,0,3.02,0.53,10,0.5,2,636,-30,Lake in pitted outwash plain. Physiography: Bemidji Sand Plain (glacial outwash). Surrounding vegetation: Pinus banksiana forest.,full
272,Black Pond,-84.186667,35.620833,278,BLACKPND,50,0.9,0,3.02,0.53,20,0.5,2,1108,18,Spring-fed sinkhole pond. Physiography: ridge and valley province. Surrounding vegetation: oak-hickory forest.,full
273,Blacktail Pond,-110.60071,44.95611,20308,BLACKTA,50,0.9,0,3.02,0.53,10,0.5,2,10842,9734,"Blacktail Pond is situated in a remnant late-Pleistocene meltwater channel; surrounding vegetation is Pseudotsuga menziesii (Douglas-fir) parkland, which includes grassland and steppe communities dominated by Artemisia tridentata (big sagebrush), Festuca idahoensis (Idaho fescue), and Ericameria nauseosa (rabbitbrush).",full
297,Border Beacon,-63.2,55.333333,303,BORDER,20,0.9,0,3.02,0.53,15,0.5,2,4094,2689,Kettle lake. Physiography: glacial outwash plain. Surrounding vegetation: tundra with scattered white spruce.,full
299,Bossuot Lake,-93.73571,44.296475,305,BOSSUOT,5,0.9,0,3.02,0.53,20,0.5,2,124,-10,Kettle lake. Physiography: rolling stagnation moraine.,full
307,"Brown's Bay, Lake Minnetonka",-93.545105,44.95769,314,BROWNSBY,5,0.9,0,3.02,0.53,5,0.5,2,169,-26,Mesotrophic bay in Lake Minnetonka. Physiography: rolling stagnation moraine. Surrounding vegetation: residential/Acer/Quercus/Tilia.,full
314,Bucyrus Bog,-82.933333,40.797222,321,BUCYRUS,50,0.9,0,3.02,0.53,20,0.5,2,12887,12457,Small cresent shaped wet area. Physiography: Till Plains. Surrounding vegetation: Salix/Populus/Crataegus.,full
317,Burden Lake,-73.566667,42.604167,324,BURDEN,10,0.9,0,3.02,0.53,15,0.5,2,9263,1873,Lake with two basins. Physiography: Hudson valley/Glac. Allegheny Plateau. Surrounding vegetation: Quercus/Carya/Acer.,full
321,Cahaba Pond,-86.533333,33.5,328,CAHABA,5,0.9,0,3.02,0.53,20,0.5,2,12731,8733,NA,full
325,Camp 11 Lake,-88.016667,46.666667,332,CAMP11LK,50,0.9,0,3.02,0.53,15,0.5,2,6135,44,NA,full
326,Camp 12 Lake,-89.375,45.986111,333,CAMP12LK,10,0.9,0,3.02,0.53,5,0.5,2,46,-34,Seepage lake. Physiography: gently rolling sandy terrain. Surrounding vegetation: Acer/Quercus/Betula/Pinus/Populus.,full
329,Candelabra Lake,-130.65,61.683333,336,CANDELAB,50,0.9,0,3.02,0.53,15,0.5,2,2140,1,"Small lake. Surrounding vegetation: Picea mariana, muskeg.",full
330,Tourbière Caribou,-71.235833,47.639722,337,CAR,20,0.9,0,3.02,0.53,20,0.5,2,1129,785,Kettle lake with 90% quaking mat. Physiography: fluvioglacial undulating valley bottom. Surrounding vegetation: Piceeto marianae - Abietetum.,full
331,Carbuncle Pond,-71.783333,41.7,338,CARBUNCL,10,0.9,0,3.02,0.53,10,0.5,2,157,-6,NA,full
333,Caribou Bog,-68.77344,44.93672,340,CARIBBOG,10,0.9,0,3.02,0.53,20,0.5,2,8657,70,"Raised bog. Physiography: coastal lowlands. Surrounding vegetation: Sphagnum, Ericaeae, Picea.",full
334,Caribou Hill,-63.25,55.666667,341,CARIBOU,50,0.9,0,3.02,0.53,20,0.5,2,2777,1084,Small bay in larger lake. Physiography: Kogaluk plateau. Surrounding vegetation: tundra/Picea.,full
337,Carter Site,-84.680556,40.216667,345,CARTER,10,0.9,0,3.02,0.53,20,0.5,2,16248,14879,Circular kettle lake. Physiography: till plain; Union city and Bloomer moraine. Surrounding vegetation: agriculturally disturbed.,full
338,Lac Castor,-72.998611,46.613889,346,CAS,50,0.9,0,3.02,0.53,20,0.5,2,4764,43,Rock basin lake. Physiography: hilly moraine. Surrounding vegetation: Tilio - Aceretum sacchari.,full
339,Cascade Fen [Engineer Mountain Bog],-107.808675,37.647645,347,CASCADE2,50,0.9,0,3.02,0.53,15,0.5,2,1384,-6,"Fen west of Highway 550 in the San Juan Mountains. Montane zone, parkland with Populus tremuloides and mixed conifers nearby.",full
340,Lago Catemaco,-95,18.666667,348,CATEMACO,5,0.9,0,3.02,0.53,20,0.5,2,3407,-32,"Volcanic lake. Physiography: Sierra de los Tuxtlas. Surrounding vegetation: agricultural, remnant forest.",full
353,Chase Pond,-60.675,45.651389,361,CHASE,50,0.9,0,3.02,0.53,10,0.5,2,13356,12695,"Small pond surrounded by steep banks. Physiography: broad rolling lowland, Appalachian Prov.. Surrounding vegetation: Sphagnum, Picea mariana, P. glauca,Larix.",full
478,Clear Lake,-93.42973,43.12507,489,CLEARLIA,50,0.9,0,3.02,0.53,20,0.5,2,8441,-29,Surrounding vegetation: farmland.,full
489,Compass Pond,-56.196389,50.034167,501,COMPASS,50,0.9,0,3.02,0.53,15,0.5,2,3041,-23,"Rock basin lake. Physiography: bedrock hills with till veneer. Surrounding vegetation: Picea mariana, Abies balsamea, Betula.",full
491,Conroy Lake,-67.883333,46.283333,14768,CONROYLD,50,0.9,0,3.02,0.53,20,0.5,2,12639,12071,"Conroy Lake is a kettle lake located within a beaded esker complex. Surrounding vegetation: Pinus strobus, Picea spp, Betula, Alnus.",full
495,Coppermine Saddleback,-115.316667,67.833333,507,COPPER,20,0.9,0,3.02,0.53,10,0.5,2,667,69,NA,full
509,Creditview Wetland,-79.6,43.6,522,CREDIT,50,0.9,0,3.02,0.53,5,0.5,2,12833,12776,NA,full
512,Crowfoot Lake,-116.416667,51.65,525,CROWFOOT,50,0.9,0,3.02,0.53,5,0.5,2,1880,132,"Lake in glacial valley. Physiography: Mountains, outside Crowfoot Moraine. Surrounding vegetation: Picea engelmanii, Abies lasiocarpa.",full
524,Cummins Pond,-89.346667,48.4075,538,CUMMINSA,20,0.9,0,3.02,0.53,15,0.5,2,8299,6876,Pond. Physiography: Lake Superior Basin.,full
533,Daumont,-69.4,54.883333,549,DAU,20,0.9,0,3.02,0.53,20,0.5,2,802,127,Rock basin lake. Physiography: rolling stagnation moraine. Surrounding vegetation: Cladino - Piceetum marianae.,full
558,Mohawk Pond,-73.292685,41.81115,3493,MOHAWK,20,0.9,0,3.02,0.53,20,0.5,2,11223,236,Kettle lake in the southern Berkshires.,full
562,Tom Swamp,-72.2125,42.516667,3789,TOM16A,10,0.9,0,3.02,0.53,20,0.5,2,11558,9135,Larix-Picea mariana-Sphagnum bog.. Physiography: rolling topog.- valley between ridges. Surrounding vegetation: oak with mixed hardwd/hemlock/white pine.,full
657,Deer Lake Bog,-71.833333,44.033333,673,DEER,50,0.9,0,3.02,0.53,15,0.5,2,2987,4,Physiography: on Mount Moosilauke.,full
658,Delorme 1,-69.918889,54.418889,675,DEL1,50,0.9,0,3.02,0.53,15,0.5,2,958,75,"Rock basin lake. Physiography: Rolling morainic landscape, shallow till. Surrounding vegetation: Cladino - Piceetum marianae.",full
659,Delorme 2,-69.929722,54.423611,677,DEL2,20,0.9,0,3.02,0.53,15,0.5,2,1388,39,Rock basin lake. Physiography: hilly moraine. Surrounding vegetation: Cladino - Piceetum marianae.,full
663,Denton Lake,-89.316667,45.85,681,DENTONLK,5,0.9,0,3.02,0.53,5,0.5,2,59,-33,Seepage lake.,full
673,Dinkey Meadow,-119.083333,37,693,DINKEY,50,0.9,0,3.02,0.53,15,0.5,2,2451,-35,"Small clearing along Dinkey Creek. Physiography: Sierra Nevada Mountain Range. Surrounding vegetation: Lodgepole Pine, White Fir, Sugar Pine.",full
701,Donut Pond Bog,-70.058333,41.275,721,DONUT,5,0.9,0,3.02,0.53,15,0.5,2,519,-27,Kettlehole bog. Physiography: moraine. Surrounding vegetation: Nantucket Island coastal heathland.,full
728,Heart Lake,-73.96963,44.18236,3130,HEARTNY,50,0.9,0,3.02,0.53,20,0.5,2,4621,21,NA,full
755,Dunnigan Lake,-91.641667,47.708333,774,DUNNIGAN,5,0.9,0,3.02,0.53,5,0.5,2,69,-33,Shallow seepage lake. Surrounding vegetation: pine/aspen/spruce.,full
767,Eggert Lake,-93.619035,44.47012,786,EGGERT,5,0.9,0,3.02,0.53,5,0.5,2,88,-10,Kettle lake. Physiography: rolling ground moraine.,full
771,Eldora Fen,-105.58,39.936667,790,ELDORA,20,0.9,0,3.02,0.53,15,0.5,2,1231,-1,Drained fen. Physiography: Ute Mountains.,full
782,"Ennadai Lake, 1972 Site",-100.951389,61.244444,802,ENNADA72,10,0.9,0,3.02,0.53,20,0.5,2,4865,3094,NA,full
783,Ennadai Lake,-100.916667,61.166667,803,ENNADAI,20,0.9,0,3.02,0.53,5,0.5,2,2056,1229,Peat bank. Physiography: Cockburn end moraine complex. Surrounding vegetation: Picea/Larix/Alnus/Salix.,full
796,Fallback Lake,-110.433333,43.966667,818,FALLBACK,20,0.9,0,3.02,0.53,15,0.5,2,13829,13505,Glacial scour lake. Physiography: Pinyon Peak Highlands. Surrounding vegetation: Picea-Abies-Pinus albicaulis forest.,full
797,Lac Faribault,-71.716944,58.866944,820,FAR,100,0.9,0,3.02,0.53,20,0.5,2,4573,1,Rock basin lake. Physiography: Morainic plateau. Surrounding vegetation: Shrub tundra / Forest tundra.,full
804,Ferndale Bog,-95.808333,34.405556,828,FERNDAL1,50,0.9,0,3.02,0.53,10,0.5,2,699,302,Peat bog on Jackfork sandstone ridge. Physiography: Ouachita Mountains. Surrounding vegetation: elm/oak/hickory/pine/willow.,full
804,Ferndale Bog,-95.808333,34.405556,3126,FERNDALE,50,0.9,0,3.02,0.53,15,0.5,2,1793,32,Peat bog on Jackfork sandstone ridge. Physiography: Ouachita Mountains. Surrounding vegetation: elm/oak/hickory/pine/willow.,full
811,Floating Island Lake,-107.466667,44.55,3127,FLOATIL2,10,0.9,0,3.02,0.53,20,0.5,2,9655,8969,Kettle lake with floating sedge mat. Physiography: Bighorn Mountains. Surrounding vegetation: lodgepole pine forest.,full
820,Fox Pond,-95.558333,47.165,846,FOXPOND,10,0.9,0,3.02,0.53,20,0.5,2,102,-11,"Kettle lake. Physiography: Itasca Moraine, rolling.",full
824,French Lake,-94.42074,44.945765,850,FRENCH,10,0.9,0,3.02,0.53,20,0.5,2,3092,12,NA,full
827,Frying Pan Lake,-111.666667,38.616667,853,FRYINGPN,100,0.9,0,3.02,0.53,15,0.5,2,8852,1,Shallow lake behind Pleistocene moraine. Physiography: horst and graben plateau. Surrounding vegetation: Pinus/Pseudotsuga/Cercocarpus/Populus.,full
841,George Lake,-93.87066,44.2329,869,GEORGE,10,0.9,0,3.02,0.53,5,0.5,2,89,-10,"Kettle lake on stagnation moraine. Original vegetation was the ""Big Woods."" dominated by Ulmus, Quercus, Acer saccharum, and Tilia americana.",full
844,Giles Lake,-75.093333,41.376111,873,GILES,50,0.9,0,3.02,0.53,10,0.5,2,213,-34,Lake. Physiography: glaciated mountains. Surrounding vegetation: mixed deciduous/coniferous forest.,full
941,Gould Pond,-69.316667,44.983333,971,GOULD,5,0.9,0,3.02,0.53,20,0.5,2,12842,-27,"Bedrock controlled kettle. Physiography: strongly rolling, bedrock controlled. Surrounding vegetation: white pine-northern hardwoods/spruce-fir.",full
943,Graham Lake,-77.35,45.183333,973,GRAHAM,50,0.9,0,3.02,0.53,10,0.5,2,2272,1,Closed bedrock basin lake. Physiography: rough relief on Algonquin Highlands. Surrounding vegetation: Acer/Pinus/Fagus/Quercus/Tilia/Betula.,full
946,Lac Gras,-67.066667,52.25,976,GRAS,50,0.9,0,3.02,0.53,15,0.5,2,1669,-30,"Minimal relief, sandy terraces, eskers. Physiography: Lake Plateau, stream-fed. Surrounding vegetation: black spruce, lichen woodlands.",full
948,Gravel Ridge,-62.633333,55.033333,978,GRAVEL,20,0.9,0,3.02,0.53,20,0.5,2,5411,3617,Bedrock hollow. Physiography: Harp lake uplands. Surrounding vegetation: tundra/Picea.,full
953,Green Pond,-74.49534,41.005055,983,GREENNJ,50,0.9,0,3.02,0.53,5,0.5,2,274,-21,Small lake. Physiography: glaciated mountains. Surrounding vegetation: mixed deciduous/coniferous forest.,full
956,Grenadier Pond,-79.47,43.64,986,GRENADIE,5,0.9,0,3.02,0.53,20,0.5,2,4598,-21,Pond isolated by a bar from Lake Ontario.,full
957,Grey Islands,-55.516667,50.768889,987,GREYIS,5,0.9,0,3.02,0.53,20,0.5,2,4208,-36,"Stream fed lake w/in exposed bedrock. Physiography: Appalachain Phys Reg, uplands. Surrounding vegetation: dwarf shrub barrens, some black spruce.",full
961,"Water Conservation Area 3B, Gumbo Limbo Dry Head",-80.505556,25.773889,992,GUMLIMDH,100,0.9,0,3.02,0.53,10,0.5,2,1664,-38,"Tree island near marsh. Physiography: coastal plain. Surrounding vegetation: Rivina, Acrostichum, Bursera, Saururus.",full
962,"Water Conservation Area 3B, Gumbo Limbo Far Tail",-80.505556,25.774722,993,GUMLIMFT,100,0.9,0,3.02,0.53,15,0.5,2,4536,-39,"Marsh near tree island. Physiography: coastal plain. Surrounding vegetation: Cladium, Cephalanthus, Ludwigia.",full
963,"Water Conservation Area 3B, Gumbo Limbo Marsh",-80.511111,25.778889,994,GUMLIMM,100,0.9,0,3.02,0.53,5,0.5,2,4299,-34,"Cladium marsh near tree island. Physiography: coastal plain. Surrounding vegetation: Bacopa, Eleocharis, Utricularia, Cladium.",full
964,"Water Conservation Area 3B, Gumbo Limbo Near Tail",-80.561389,25.886944,995,GUMLIMNT,100,0.9,0,3.02,0.53,10,0.5,2,3626,171,"Marsh near tree island. Physiography: coastal plain. Surrounding vegetation: Peltandra, Thelypteris, Blechum, Annona.",full
969,Hafichuk Site,-105.883889,50.320556,1000,HAFICHUK,5,0.9,0,3.02,0.53,20,0.5,2,13089,12117,Ephemeral prairie pothole pond. Physiography: disintegration moraine.,full
970,Hail Lake,-129.016667,60.033333,1001,HAIL,20,0.9,0,3.02,0.53,20,0.5,2,2778,24,"Small lake. Surrounding vegetation: Picea mariana, P. glauca, Pinus contorta.",full
971,Hams Lake,-80.413333,43.236667,1002,HAMSLAKE,50,0.9,0,3.02,0.53,15,0.5,2,5192,-28,"Kettle lake. Physiography: glacial moraine. Surrounding vegetation: beech-maple forest, near oak plains.",full
977,Harrie Lake,-66.95,52.933333,1008,HARRIE,50,0.9,0,3.02,0.53,15,0.5,2,5682,-4,"Fluvial origin, gently rolling terrain. Physiography: Lake Plateau. Surrounding vegetation: lichen woodland, black and white spruce.",full
1000,Tourbière de Lanoraie HENRI,-73.3,45.988889,1033,HEN,10,0.9,0,3.02,0.53,20,0.5,2,2755,244,"Ombrotrophic bog, ericaceous cover. Physiography: dissected deltaic plain. Surrounding vegetation: Caryo - Aceretum sacchari.",full
1064,Snow Lake,-63.883333,56.633333,3771,SNOW,50,0.9,0,3.02,0.53,15,0.5,2,2934,2739,Small lake in glacial valley. Physiography: glacial valley. Surrounding vegetation: moss/lichen/herb/shrub.,full
1072,High Lake,-76.6,44.516667,1105,HIGHLAKE,10,0.9,0,3.02,0.53,15,0.5,2,5638,1,Closed lake in bedrock basin. Physiography: rough relief in Algonquin Highlands. Surrounding vegetation: Pinus/Picea/Tsuga/Abies/Acer/Quercus.,full
1074,Honeymoon Pond,-138.4,64.633333,1107,HONEYMOO,50,0.9,0,3.02,0.53,5,0.5,2,8476,29,"Just inside terminal moraines. Physiography: Southern Ogilvie Ranges. Surrounding vegetation: shrub tundra, isolated Picea groves.",full
1077,Horseshoe Lake,-93.047778,45.460278,1110,HORSHOHA,50,0.9,0,3.02,0.53,20,0.5,2,11314,11135,"Lake in ice-block depression. Physiography: Anoka Sand Plain. Surrounding vegetation: Quercus ellipsoididalis, Q. macrocarpa.",full
1078,Hostage Lake,-94.133333,46.55,1111,HOSTAGE,20,0.9,0,3.02,0.53,20,0.5,2,2063,-30,Kettle lake in pitted outwash plain. Physiography: Crow Wing Outwash Plain. Surrounding vegetation: Pinus banksiana forest.,full
1081,Howes Prairie Marsh,-87.072222,41.65,1114,HOWES,100,0.9,0,3.02,0.53,5,0.5,2,4040,-6,"Interdunal depression (panné). Physiography: coastal dunes. Surrounding vegetation: oak-hickory forest, prairie.",full
1101,Hug Lake,-90.933333,47.958333,1134,HUGLAKE,5,0.9,0,3.02,0.53,5,0.5,2,43,-11,Kettle lake. Physiography: gently sloping till plain. Surrounding vegetation: Betula/Populus/Alnus/Corylus.,full
1102,Humber Pond 3,-79.48,43.64,1135,HUMBER3,5,0.9,0,3.02,0.53,20,0.5,2,4148,-27,Floodplain pond. Physiography: Humber River floodplain. Surrounding vegetation: urban Toronto.,full
1103,Humber Pond 5,-79.49,43.64,1136,HUMBER5,5,0.9,0,3.02,0.53,20,0.5,2,4345,-25,Floodplain pond. Physiography: Humber River floodplain. Surrounding vegetation: urban Toronto.,full
1104,Humber Pond 7,-79.5,43.65,1137,HUMBER7,5,0.9,0,3.02,0.53,20,0.5,2,3384,-23,Floodplain pond. Physiography: Humber River floodplain. Surrounding vegetation: urban Toronto.,full
1105,Hustler Lake,-92.158333,48.233333,1138,HUSTLER,5,0.9,0,3.02,0.53,5,0.5,2,44,-33,Drainage lake in Boundary Waters Area. Surrounding vegetation: pine/aspen/spruce.,full
1106,Hynes Brook Salt Marsh,-58.965,48.618611,1139,HYNES,10,0.9,0,3.02,0.53,20,0.5,2,1618,7,Salt marsh in stream channel. Physiography: salt marsh. Surrounding vegetation: salt marsh.,full
1109,Iglutalik Lake,-66.083333,66.135,1142,IGLUTALK,20,0.9,0,3.02,0.53,20,0.5,2,6763,5499,NA,full
1114,Indian Prairie Fen,-122.575,44.633333,1148,INDIANPF,20,0.9,0,3.02,0.53,15,0.5,2,8739,4742,Fen in cirque valley. Physiography: Cascade Range. Surrounding vegetation: 2nd growth Pseudotsuga and Abies procera.,full
1115,Inglesby Lake,-77.05,44.483333,1149,INGLESBY,20,0.9,0,3.02,0.53,20,0.5,2,10341,7940,Marl-deposting lake of glacial origin.,full
1119,Irvin Lake,-93.643611,47.135556,1153,IRVIN,20,0.9,0,3.02,0.53,20,0.5,2,4793,-29,"Kettle lake. Physiography: Sugar Hills area, rough rolling topo. Surrounding vegetation: Alnus, Fraxinus, Betula, Thuja, Abies.",full
1136,James Bay,-80.2,50.22,1171,JBL004,50,0.9,0,3.02,0.53,15,0.5,2,469,-22,NA,full
1219,Saint-Jean Ile d'Orléans,-70.932778,46.932778,1254,JEAN,50,0.9,0,3.02,0.53,10,0.5,2,2223,163,"Ombrotrophic bog, ericaceous, treed. Physiography: rock basin and clay veneer, plateau. Surrounding vegetation: Tilio - Aceretum sacchari.",full
1222,Spiritwood Lake,-98.5866,47.074695,3774,SPIRITWD,50,0.9,0,3.02,0.53,20,0.5,2,8921,-17,"Lake lies in the Spiritwood chain of lakes, which lies in the Spiritwood buried valley complex.  Physiography: rolling collapse moraine. Surrounding vegetation: agricultural, sparse Ulmus, Quercus.",full
1362,Tourbière de Lanoraie JOSEPH,-73.302778,45.991944,1397,JOS,10,0.9,0,3.02,0.53,20,0.5,2,1464,1,"Ombrotrophic bog, ericaceous cover. Physiography: dissected deltaic plain. Surrounding vegetation: Caryo - Aceretum sacchari.",full
1416,Marais de Keswick,-79.512778,44.195833,3454,KESV,10,0.9,0,3.02,0.53,15,0.5,2,1461,16,Marginal marsh of Simcoe lake. Physiography: remnant of Algonquin proglacial lake. Surrounding vegetation: Tilio - Aceretum sacchari.,full
1485,Kirk Lake,-121.616667,48.233333,1523,KIRK,50,0.9,0,3.02,0.53,15,0.5,2,13178,-19,Small lake. Physiography: North Cascade range mountains.,full
1526,Kylen Lake,-91.8,47.35,1564,KYLENLK,50,0.9,0,3.02,0.53,15,0.5,2,12842,11489,NA,full
1530,Lake Lacawac,-75.292778,41.381944,1568,LACAWAC,20,0.9,0,3.02,0.53,10,0.5,2,339,-32,Lake. Physiography: glaciated mountains. Surrounding vegetation: mixed deciduous/coniferous forest.,full
1531,Lac Colin,-70.3,46.716667,1569,LACCOLIN,50,0.9,0,3.02,0.53,10,0.5,2,8657,91,NA,full
1532,Lac Hamard,-67.5,54.8,1570,LACHAMAR,100,0.9,0,3.02,0.53,10,0.5,2,6542,56,NA,full
1534,Lac à Magie,-66.079167,44.263889,1572,LACMAGIE,50,0.9,0,3.02,0.53,5,0.5,2,12100,11888,"Small lake with steep sloping sides. Physiography: broad rolling lowland, Appalachian Prov.. Surrounding vegetation: Rubus, Myrica, Acer, Larix, Betula, Pice.",full
1541,Lake 27,-84.783333,45.066667,1581,LAKE27,50,0.9,0,3.02,0.53,15,0.5,2,1143,239,NA,full
1542,Lake 31,-50.466667,67.05,1582,LAKE31,50,0.9,0,3.02,0.53,5,0.5,2,3102,4006,Lake in former braided meltwater system. Physiography: glacialfluvial valley. Surrounding vegetation: shrub tundra and xerophyllous grassland.,full
1547,Lake BN7,-73.516667,55.009167,1587,LAKEBN7,100,0.9,0,3.02,0.53,10,0.5,2,6297,-39,"Shallow lake, streamflow in and out. Physiography: Canadian shield, low relief. Surrounding vegetation: open lichen woodland.",full
1549,Lake CH2,-74.583333,49.683333,1590,LAKECH2,50,0.9,0,3.02,0.53,10,0.5,2,5081,2198,Small lake. Physiography: Canadian Shield. Surrounding vegetation: boreal forest.,full
1550,Lake EC1,-75.1,56.283333,1591,LAKEEC1,100,0.9,0,3.02,0.53,10,0.5,2,6531,20,Small lake.,full
1553,Lake GB1,-75.248889,55.110833,1594,LAKEGB1,100,0.9,0,3.02,0.53,15,0.5,2,6320,1,"Small lake on top of hill. Physiography: Canadian shield. Surrounding vegetation: open lichen woodland, burned in 1940s.",full
1554,Lake GB2,-75.283333,56.1,1595,LAKEGB2,50,0.9,0,3.02,0.53,15,0.5,2,4382,3127,Small lake.,full
